host_response_time,host_response_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,accommodates,bathrooms,bedrooms,beds,amenities,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,review_scores_rating
< 1 hour ,100.0,0,1.0,1.0,4,1,10,4.0,4.0,6.0,23,375,5,35,3,45,35,0,1,strict,0,0,1,1.26,95.0
hours,100.0,0,1.0,1.0,5,1,2,1.0,1.0,2.0,8,90,1,0,1,1125,96,0,0,strict,0,0,1,3.41,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,12,175,1,0,3,1125,6,0,0,strict,0,0,1,0.22,100.0
< 1 hour ,100.0,1,2.0,2.0,4,1,4,1.0,1.0,2.0,27,125,2,45,2,10,144,1,1,strict,0,0,2,5.44,99.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,15,120,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,5,1.0,2.0,3.0,13,160,1,0,14,30,1,0,0,strict,0,0,1,0.05,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,0.0,1.0,22,209,1,0,2,1125,13,0,0,strict,0,0,1,0.55,100.0
1 day,100.0,0,1.0,1.0,6,1,2,1.0,1.0,1.0,17,167,1,0,3,1125,12,0,0,strict,0,0,1,0.59,93.0
1 day,50.0,0,1.0,1.0,5,1,4,2.0,2.0,2.0,38,629,1,0,3,1125,6,0,0,strict,0,0,1,0.22,96.0
< 1 hour ,100.0,1,3.0,3.0,4,1,6,1.0,3.0,4.0,36,275,1,0,2,27,78,1,1,moderate,0,0,3,2.82,96.0
hours,100.0,0,1.0,1.0,5,1,4,1.0,1.0,2.0,28,220,1,0,1,1125,33,0,0,flexible,0,0,1,1.21,98.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,6,1.0,3.0,3.0,14,260,6,50,3,1125,4,0,0,moderate,0,0,2,0.2,100.0
< 1 hour ,100.0,1,3.0,3.0,4,1,10,1.0,4.0,5.0,34,350,10,0,2,27,79,1,1,moderate,0,0,3,2.81,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,1.0,18,100,1,0,3,29,2,1,0,moderate,0,0,1,0.07,100.0
< 1 hour ,100.0,0,1.0,1.0,3,1,6,1.0,3.0,3.0,32,375,1,0,1,1125,64,0,0,strict,0,0,1,2.29,81.0
< 1 hour ,100.0,0,1.0,1.0,2,1,6,1.0,2.0,2.0,17,139,5,0,1,1125,38,1,0,strict,0,0,1,4.15,88.0
1 day,90.0,0,2.0,2.0,5,1,2,1.0,1.0,1.0,19,120,1,10,1,14,101,0,0,strict,0,0,2,3.63,95.0
< 1 hour ,100.0,1,3.0,3.0,4,1,15,2.0,7.0,10.0,36,650,15,25,2,27,25,1,1,strict,0,0,3,0.96,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,4,1.0,2.0,2.0,20,200,1,0,4,14,7,0,1,moderate,0,0,1,0.27,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.5,1.0,1.0,12,65,1,0,3,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,100.0,0,2.0,2.0,4,1,2,1.0,0.0,1.0,14,100,1,0,2,7,113,0,0,moderate,0,0,1,4.14,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,19,127,2,25,1,5,7,0,0,strict,0,0,1,0.26,93.0
1 day,75.0,0,1.0,1.0,5,1,1,1.0,1.0,1.0,17,60,1,0,1,1125,10,0,0,moderate,0,0,1,0.37,96.0
< 1 hour ,100.0,0,0.0,0.0,2,1,3,1.0,1.0,2.0,6,35,1,30,2,1125,15,0,0,strict,0,0,1,0.55,88.0
hours,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,19,108,1,10,1,1125,11,0,0,moderate,0,0,1,0.4,98.0
< 1 hour ,100.0,0,1.0,1.0,4,1,1,1.0,1.0,1.0,9,34,1,14,6,14,26,0,0,moderate,0,0,1,0.94,95.0
< 1 hour ,100.0,0,1.0,1.0,3,1,6,1.0,2.0,3.0,37,300,1,0,1,1125,74,0,0,strict,0,0,1,2.86,88.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,1.0,2.0,33,175,1,0,1,365,91,0,0,strict,0,0,1,3.38,84.0
< 1 hour ,100.0,0,1.0,1.0,8,1,4,1.0,1.0,1.0,10,125,2,10,1,1125,105,0,0,strict,0,0,1,3.73,92.0
hours,99.0,0,84.0,84.0,4,1,3,1.0,1.0,1.0,27,175,1,0,30,1125,3,0,0,strict,0,0,1,0.13,93.0
< 1 hour ,100.0,0,1.0,1.0,4,1,10,3.5,3.0,5.0,34,850,1,0,1,1125,84,0,0,strict,0,0,1,3.04,87.0
< 1 hour ,100.0,1,1.0,1.0,4,1,6,1.0,2.0,3.0,28,475,4,25,1,1125,62,0,1,strict,0,0,1,2.61,99.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,3,1.0,0.0,1.0,21,190,1,0,2,1125,7,0,0,strict,0,0,1,0.27,93.0
< 1 hour ,93.48038995125609,0,3.0,3.0,5,1,3,1.0,2.0,2.0,12,100,1,0,2,1125,5,0,0,strict,0,0,1,0.25,100.0
1 day,80.0,0,1.0,1.0,3,1,4,1.0,2.0,2.0,15,160,1,0,2,29,84,0,0,strict,0,0,1,3.1,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,10,51,1,0,1,1125,1,0,0,strict,0,0,1,0.04,60.0
< 1 hour ,100.0,0,1.0,1.0,4,1,6,1.0,2.0,3.0,31,300,1,0,1,1125,106,0,0,strict,0,0,1,3.94,86.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,11,150,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,1.5,2.0,2.0,17,300,1,0,3,1125,10,0,0,strict,0,0,1,0.45,98.0
< 1 hour ,100.0,0,1.0,1.0,4,1,6,1.0,2.0,3.0,29,300,1,0,1,1125,93,0,0,strict,0,0,1,3.33,82.0
1 day,80.0,0,2.0,2.0,5,1,3,2.0,1.0,1.0,13,280,1,25,1,1125,13,0,0,moderate,0,0,1,0.48,93.0
< 1 hour ,100.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,17,110,2,35,1,1125,97,1,0,strict,0,0,1,3.51,88.0
< 1 hour ,100.0,0,1.0,1.0,6,1,10,1.0,4.0,5.0,30,450,1,0,1,1125,62,0,0,strict,0,0,1,2.37,80.0
< 1 hour ,100.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,16,250,1,0,2,1125,21,0,0,strict,0,0,1,0.75,92.0
< 1 hour ,100.0,0,1.0,1.0,4,1,5,1.0,2.0,2.0,23,125,4,50,2,14,85,0,0,moderate,0,0,1,3.14,91.0
1 day,50.0,0,1.0,1.0,6,1,2,1.0,1.0,1.0,25,308,1,0,5,31,13,0,0,moderate,0,0,1,0.55,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,5,2.0,3.0,5.0,25,200,1,0,4,8,3,0,0,flexible,0,0,1,0.11,93.0
< 1 hour ,100.0,0,1.0,1.0,3,1,5,1.0,2.0,3.0,28,250,1,0,1,1125,76,0,0,strict,0,0,1,2.79,83.0
< 1 hour ,100.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,15,215,1,25,1,1125,71,1,0,strict,0,0,1,2.6,92.0
< 1 hour ,100.0,0,1.0,1.0,4,1,6,1.0,2.0,3.0,29,300,1,0,1,1125,82,0,0,strict,0,0,1,3.18,81.0
hours,90.0,0,1.0,1.0,4,1,4,1.0,1.0,2.0,17,250,1,25,1,1125,14,1,0,strict,0,0,1,0.52,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,6,65,1,10,1,1125,2,0,0,flexible,0,0,1,0.08,90.0
hours,100.0,0,2.0,2.0,4,1,3,1.0,0.0,2.0,20,139,2,30,1,1125,2,0,0,moderate,0,0,2,0.1,90.0
< 1 hour ,100.0,1,2.0,2.0,5,1,2,1.0,1.0,1.0,19,150,1,25,1,25,3,0,0,strict,0,0,2,0.15,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,0.0,1.0,2.0,8,60,1,20,2,1125,1,0,0,strict,0,0,1,0.05,40.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,12,65,1,0,3,1125,1,0,0,moderate,0,0,1,0.04,100.0
hours,100.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,14,128,2,10,2,1125,27,0,0,moderate,0,0,1,0.98,94.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.5,1.0,1.0,17,65,1,0,3,1125,3,0,0,flexible,0,0,1,0.14,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,6,2.0,2.0,3.0,29,200,4,25,2,1125,19,0,0,moderate,0,0,1,0.75,97.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,2,1.0,1.0,1.0,16,120,1,0,5,1125,3,0,0,strict,0,0,1,0.13,87.0
days,0.0,0,2.0,2.0,3,1,2,1.0,1.0,1.0,23,100,1,0,3,1125,4,0,0,moderate,0,0,2,0.18,100.0
hours,100.0,0,1.0,1.0,4,1,2,1.0,1.0,2.0,25,395,1,0,2,1125,35,0,0,strict,0,0,1,1.28,94.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,5,1.0,2.0,2.0,20,142,4,0,2,1125,18,0,0,flexible,0,0,1,0.73,89.0
< 1 hour ,93.48038995125609,0,2.0,2.0,3,1,2,2.0,1.0,1.0,17,50,1,0,7,60,1,0,0,flexible,0,0,2,0.04,100.0
hours,100.0,0,1.0,1.0,4,1,4,1.0,0.0,1.0,12,100,2,10,1,1125,100,0,0,strict,0,0,1,3.65,92.0
days,25.0,0,2.0,2.0,4,1,6,1.0,2.0,3.0,16,349,4,39,1,1125,5,0,0,strict,0,0,2,0.18,95.0
< 1 hour ,100.0,0,3.0,3.0,6,1,2,1.0,1.0,1.0,15,39,1,10,2,30,13,1,0,moderate,0,0,3,0.49,88.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,21,300,1,0,2,1125,3,0,0,strict,0,0,1,0.13,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,10,60,1,12,2,1125,30,0,0,strict,0,0,1,1.24,95.0
< 1 hour ,100.0,0,2.0,2.0,4,1,2,1.0,1.0,1.0,32,60,1,5,2,12,36,0,0,moderate,0,0,2,1.32,97.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,0.0,2.0,10,180,1,0,1,29,97,1,0,moderate,0,0,1,3.57,80.0
hours,100.0,1,1.0,1.0,3,1,1,1.0,1.0,1.0,19,70,1,0,3,6,17,0,0,flexible,0,0,1,0.64,98.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,13,95,1,0,1,1125,1,0,0,flexible,0,0,1,0.05,100.0
< 1 hour ,100.0,1,2.0,2.0,5,1,3,1.0,0.0,1.0,16,100,2,10,3,1125,44,1,0,strict,0,0,2,1.61,97.0
< 1 hour ,100.0,0,2.0,2.0,4,1,3,1.0,1.0,1.0,30,129,2,12,4,1125,54,1,0,strict,0,0,2,1.95,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,17,110,1,0,3,16,14,0,0,moderate,0,0,1,0.53,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,6,1.5,3.0,3.0,17,115,3,15,2,1125,53,1,0,flexible,0,0,1,1.95,86.0
hours,100.0,0,1.0,1.0,6,1,4,1.0,2.0,2.0,27,62,2,25,4,190,35,0,1,strict,0,0,1,1.43,95.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,1.0,2.0,19,89,1,0,7,20,20,0,1,strict,0,0,1,0.87,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,1,1.0,1.0,1.0,11,40,1,0,1,1125,2,0,0,flexible,0,0,1,0.07,70.0
< 1 hour ,93.48038995125609,0,2.0,2.0,5,1,2,1.0,1.0,1.0,10,42,1,20,1,1125,1,0,0,flexible,0,0,2,0.06,100.0
< 1 hour ,100.0,0,2.0,2.0,6,1,2,1.0,1.0,1.0,19,92,1,0,1,1125,144,1,0,strict,0,0,2,5.22,82.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,13,200,1,0,2,30,93,1,0,strict,0,0,1,3.34,89.0
< 1 hour ,93.48038995125609,0,1.0,1.0,2,1,2,1.0,0.0,1.0,13,108,1,100,2,1125,4,0,0,strict,0,0,1,0.14,70.0
< 1 hour ,100.0,0,7.0,7.0,4,1,16,4.0,8.0,12.0,40,550,16,20,1,90,6,1,0,flexible,0,0,7,0.83,88.0
< 1 hour ,90.0,0,2.0,2.0,4,1,4,1.0,2.0,2.0,15,260,1,0,3,7,2,0,0,strict,0,0,2,0.07,60.0
days,0.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,16,80,1,0,3,12,22,0,0,strict,0,0,1,1.05,86.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,4,1.0,1.0,2.0,22,275,1,0,1,1125,4,0,0,strict,0,0,1,0.15,95.0
< 1 hour ,100.0,0,1.0,1.0,5,1,10,2.0,3.0,5.0,28,500,1,0,1,1125,98,0,0,strict,0,0,1,3.63,83.0
1 day,80.0,0,1.0,1.0,4,1,2,1.0,1.0,1.0,29,110,1,0,5,1125,18,0,0,strict,0,0,1,0.68,98.0
hours,100.0,0,1.0,1.0,4,1,15,2.0,5.0,6.0,21,1600,6,0,5,15,4,1,0,strict,0,0,1,0.15,100.0
hours,100.0,1,1.0,1.0,5,1,4,1.5,2.0,2.0,28,285,1,0,3,1125,87,0,1,strict,0,0,1,3.12,98.0
< 1 hour ,100.0,0,1.0,1.0,5,1,8,2.0,3.0,4.0,28,600,1,0,1,1125,50,0,0,strict,0,0,1,1.86,83.0
< 1 hour ,91.0,0,1.0,1.0,6,1,6,2.0,2.0,2.0,25,599,4,49,2,1125,86,1,0,strict,0,0,1,3.24,99.0
< 1 hour ,100.0,1,1.0,1.0,7,1,2,1.0,1.0,1.0,31,120,2,25,5,27,77,0,0,strict,0,0,1,3.11,96.0
1 day,60.0,0,1.0,1.0,9,1,2,1.0,1.0,1.0,13,90,2,50,1,1125,7,0,0,flexible,0,0,1,0.26,100.0
< 1 hour ,100.0,1,1.0,1.0,4,1,2,1.0,1.0,1.0,24,55,1,20,3,365,76,1,0,moderate,0,0,1,2.79,99.0
hours,100.0,1,3.0,3.0,5,1,4,1.0,1.0,2.0,30,147,3,20,4,20,76,0,1,moderate,0,0,3,2.79,96.0
1 day,100.0,0,2.0,2.0,5,1,4,1.0,2.0,2.0,16,170,1,0,1,1125,3,0,0,strict,0,0,2,0.11,100.0
hours,92.0,1,2.0,2.0,4,1,2,1.0,0.0,1.0,19,116,1,25,4,1125,52,1,1,strict,0,0,1,1.96,97.0
< 1 hour ,100.0,1,2.0,2.0,3,1,2,1.5,1.0,2.0,27,55,1,10,2,1125,29,0,0,strict,0,0,2,1.1,97.0
< 1 hour ,100.0,1,1.0,1.0,4,1,16,2.5,3.0,13.0,50,99,3,49,1,1125,87,0,0,strict,0,0,1,3.18,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.5,1.0,1.0,11,50,1,0,5,1125,12,0,0,flexible,0,0,1,0.44,87.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,0.0,1.0,12,150,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,80.0
< 1 hour ,100.0,0,1.0,1.0,3,1,2,1.0,1.0,1.0,21,90,1,45,2,1125,34,0,0,moderate,0,0,1,1.75,97.0
< 1 hour ,100.0,0,24.0,24.0,8,1,8,1.0,3.0,4.0,28,199,1,0,1,1125,94,0,0,strict,0,0,4,3.62,85.0
< 1 hour ,100.0,1,2.0,2.0,5,1,4,2.0,2.0,3.0,26,255,4,25,5,1125,63,1,1,strict,0,0,2,2.59,99.0
< 1 hour ,100.0,0,5.0,5.0,4,1,2,1.0,1.0,1.0,16,70,2,25,20,360,2,1,0,strict,0,0,3,0.08,100.0
< 1 hour ,100.0,0,1.0,1.0,8,1,3,1.0,1.0,2.0,28,185,3,50,3,1125,110,1,0,strict,0,0,1,4.2,95.0
1 day,100.0,0,3.0,3.0,5,1,5,1.0,2.0,3.0,13,144,2,14,1,1125,5,0,0,strict,0,0,3,0.18,96.0
hours,100.0,1,1.0,1.0,6,1,2,1.0,1.0,1.0,24,66,1,25,2,21,16,0,0,strict,0,0,1,1.66,93.0
1 day,100.0,0,1.0,1.0,7,1,2,2.0,1.0,1.0,20,69,2,10,1,15,30,0,0,moderate,0,0,1,1.41,91.0
< 1 hour ,100.0,1,3.0,3.0,5,1,5,1.0,2.0,2.0,43,300,4,50,3,30,115,0,1,strict,1,0,1,4.13,94.0
< 1 hour ,86.0,0,1.0,1.0,3,1,8,1.0,4.0,4.0,12,330,1,0,2,1125,51,0,0,strict,0,0,1,2.04,88.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,2,1.0,1.0,1.0,10,30,1,5,1,1125,3,1,0,flexible,0,0,2,0.11,93.0
< 1 hour ,93.48038995125609,0,2.0,2.0,4,1,2,2.0,1.0,1.0,15,150,1,0,2,1125,2,0,0,flexible,0,0,2,0.09,100.0
days,0.0,0,1.0,1.0,2,1,1,1.0,1.0,1.0,25,130,1,50,5,28,4,0,0,flexible,0,0,1,0.22,95.0
< 1 hour ,100.0,0,5.0,5.0,4,1,3,1.0,1.0,2.0,15,80,2,25,30,360,7,0,0,strict,0,0,3,0.28,84.0
hours,100.0,1,2.0,2.0,5,1,2,1.0,1.0,1.0,40,310,1,0,5,1125,70,0,1,strict,0,0,1,2.88,99.0
hours,100.0,0,1.0,1.0,4,1,2,1.0,0.0,1.0,15,90,1,20,7,50,20,0,0,moderate,0,0,1,0.76,96.0
hours,100.0,1,1.0,1.0,4,1,5,1.0,2.0,2.0,20,165,4,35,1,60,82,0,1,strict,0,0,1,3.0,95.0
< 1 hour ,100.0,0,5.0,5.0,4,1,2,1.0,1.0,1.0,15,70,2,25,30,360,4,0,0,strict,0,0,3,0.16,80.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,4,1.0,1.0,1.0,11,255,2,30,1,1125,18,0,0,moderate,0,0,1,0.66,95.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,5,1.0,2.0,2.0,16,325,1,0,1,1125,2,0,0,flexible,0,0,1,0.08,90.0
hours,100.0,0,1.0,1.0,5,1,3,1.0,1.0,1.0,22,350,3,50,1,1125,36,0,0,strict,0,0,1,1.32,98.0
hours,100.0,0,1.0,1.0,5,1,2,1.5,1.0,1.0,16,65,1,40,3,180,7,1,0,moderate,0,0,1,1.15,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,20,48,1,15,10,30,1,1,0,flexible,0,0,1,0.04,100.0
< 1 hour ,100.0,1,4.0,4.0,4,1,3,1.0,1.0,1.0,26,155,2,35,4,360,69,0,0,+strict,0,0,2,2.47,97.0
< 1 hour ,100.0,0,16.0,16.0,4,1,8,1.0,1.0,2.0,27,70,4,25,3,1125,13,1,0,strict,0,0,1,0.49,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,5,45,1,0,1,1125,2,0,0,flexible,0,0,1,0.07,100.0
< 1 hour ,100.0,1,1.0,1.0,3,1,2,1.0,1.0,2.0,36,125,2,50,3,1125,93,1,1,strict,0,0,1,3.92,97.0
< 1 hour ,100.0,0,2.0,2.0,3,1,2,2.0,1.0,1.0,14,49,1,0,2,30,136,1,0,moderate,0,0,2,5.02,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,9,80,1,0,2,1125,4,0,0,moderate,0,0,1,0.14,93.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,0.0,2.0,11,85,1,42,3,120,54,1,0,strict,0,0,1,1.96,93.0
< 1 hour ,100.0,0,1.0,1.0,4,1,12,1.0,3.0,7.0,30,375,8,25,1,1125,39,1,1,flexible,0,0,1,1.5,93.0
< 1 hour ,100.0,0,1.0,1.0,4,1,3,1.0,1.0,1.0,35,135,2,65,1,1125,96,0,0,strict,0,0,1,3.44,92.0
< 1 hour ,95.0,1,3.0,3.0,4,1,6,1.0,2.0,2.0,28,300,1,150,1,1129,25,1,0,strict,0,0,2,0.95,95.0
hours,100.0,0,2.0,2.0,5,1,7,1.0,2.0,3.0,8,95,2,17,1,1125,30,1,0,strict,1,1,2,1.1,86.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,3,1.0,1.0,2.0,13,130,3,65,1,1125,20,0,0,moderate,0,0,1,0.72,94.0
< 1 hour ,100.0,0,3.0,3.0,9,1,2,1.0,1.0,1.0,33,60,1,10,1,1125,74,1,0,strict,0,0,3,2.8,92.0
< 1 hour ,100.0,0,3.0,3.0,6,1,2,1.0,1.0,1.0,21,50,1,12,2,45,43,0,0,strict,0,0,3,1.55,94.0
< 1 hour ,100.0,0,1.0,1.0,4,1,7,2.0,3.0,5.0,32,299,6,50,2,1125,68,0,1,strict,0,0,1,2.44,94.0
hours,100.0,0,2.0,2.0,9,1,4,1.0,1.0,2.0,18,188,2,33,1,1125,68,0,0,strict,0,0,2,2.49,81.0
1 day,95.0,1,4.0,4.0,4,1,12,2.0,4.0,6.0,35,596,1,69,1,1125,73,0,1,flexible,0,0,3,2.65,96.0
hours,100.0,0,2.0,2.0,4,1,5,1.0,1.0,2.0,17,199,4,49,1,1125,27,0,0,strict,0,0,2,1.03,86.0
< 1 hour ,93.0,1,1.0,1.0,4,1,2,1.0,0.0,1.0,19,169,1,15,1,1125,85,0,0,moderate,0,0,1,3.29,98.0
hours,100.0,0,1.0,1.0,3,1,4,1.0,1.0,1.0,13,100,2,10,1,1125,88,0,0,strict,0,0,1,3.21,91.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,12,105,1,0,4,1125,1,1,0,moderate,0,0,1,0.05,80.0
< 1 hour ,100.0,0,2.0,2.0,6,1,3,1.0,1.0,1.0,38,55,2,20,1,1125,7,1,0,strict,0,1,2,0.25,80.0
hours,100.0,0,2.0,2.0,4,1,4,1.0,1.0,2.0,17,240,2,25,2,1125,18,1,0,strict,0,0,2,0.83,96.0
< 1 hour ,100.0,0,2.0,2.0,3,1,2,1.0,1.0,2.0,19,114,1,20,3,1125,42,1,1,strict,0,0,2,1.54,92.0
< 1 hour ,93.48038995125609,0,1.0,1.0,9,1,1,1.0,1.0,1.0,11,45,1,0,1,1125,1,0,0,moderate,0,0,1,0.04,80.0
< 1 hour ,100.0,0,1.0,1.0,4,1,6,1.0,3.0,3.0,27,172,5,35,1,60,106,0,0,strict,0,0,1,4.07,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,9,120,1,0,7,1125,1,0,0,flexible,0,0,1,0.05,100.0
1 day,100.0,0,1.0,1.0,6,1,3,1.0,2.0,2.0,10,145,2,60,7,1125,14,0,0,moderate,0,0,1,0.54,91.0
< 1 hour ,76.0,0,1.0,1.0,3,1,6,1.0,2.0,2.0,16,117,3,45,2,60,115,0,0,strict,0,0,1,4.28,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,0.0,1.0,12,84,1,0,20,1125,6,0,0,strict,0,0,1,0.22,100.0
hours,100.0,1,1.0,1.0,6,1,2,1.0,1.0,1.0,22,225,1,0,2,1125,15,0,0,strict,0,0,1,0.85,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,15,150,1,0,3,10,17,1,0,strict,0,0,1,0.66,99.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,2,1.0,1.0,1.0,10,150,1,0,1,1125,1,0,0,moderate,0,0,1,0.04,100.0
< 1 hour ,100.0,0,1.0,1.0,5,1,2,1.0,1.0,1.0,11,182,2,25,3,1125,4,0,0,strict,0,0,1,0.21,93.0
hours,100.0,1,1.0,1.0,3,1,2,1.0,0.0,1.0,24,129,1,0,2,29,75,0,0,strict,0,0,1,2.82,96.0
hours,100.0,0,2.0,2.0,5,1,1,1.0,1.0,1.0,15,85,1,70,2,5,52,0,0,flexible,0,0,2,1.92,96.0
< 1 hour ,100.0,0,1.0,1.0,3,1,8,2.0,4.0,5.0,21,1200,2,15,3,1125,90,1,0,strict,0,0,1,3.44,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,1,1.0,1.0,1.0,15,65,1,0,6,1125,3,0,0,flexible,0,0,1,0.11,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,6,1,4,1.0,0.0,1.0,28,175,3,25,1,1125,15,0,0,flexible,0,0,1,0.57,97.0
< 1 hour ,100.0,0,1.0,1.0,4,1,10,2.5,4.0,6.0,24,445,5,18,4,1000,10,0,0,strict,0,0,1,0.44,93.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,8,98,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,1,1.0,1.0,1.0,18,59,1,0,1,1125,11,0,0,moderate,0,0,1,0.39,98.0
< 1 hour ,100.0,0,1.0,1.0,4,1,2,1.0,0.0,2.0,13,159,1,0,90,1125,20,0,0,strict,0,0,1,0.73,99.0
hours,100.0,0,1.0,1.0,5,1,2,1.0,0.0,1.0,12,69,1,0,10,30,11,0,0,strict,0,0,1,0.46,91.0
< 1 hour ,100.0,0,2.0,2.0,4,1,3,1.0,1.0,2.0,29,115,2,10,4,1125,88,1,1,strict,0,0,2,3.19,90.0
< 1 hour ,100.0,1,1.0,1.0,8,1,1,1.0,1.0,1.0,9,75,1,0,3,1125,59,0,0,flexible,0,0,1,2.25,98.0
< 1 hour ,100.0,0,1.0,1.0,3,1,4,1.0,1.0,2.0,55,150,2,30,1,250,74,1,1,strict,0,0,1,2.67,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,4,1,4,2.0,2.0,2.0,18,225,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
< 1 hour ,93.48038995125609,0,1.0,1.0,2,1,3,1.0,1.0,1.0,10,100,1,0,4,1125,1,1,0,flexible,0,0,1,0.04,40.0
hours,67.0,0,1.0,1.0,9,1,1,1.0,1.0,1.0,9,40,1,30,2,1125,46,1,0,moderate,0,0,1,1.68,90.0
< 1 hour ,93.48038995125609,0,1.0,1.0,5,1,2,1.0,1.0,1.0,18,80,1,25,2,4,11,0,0,moderate,0,0,1,0.46,100.0
< 1 hour ,100.0,1,1.0,1.0,4,1,4,1.0,0.0,3.0,38,162,1,25,2,25,56,1,1,strict,0,0,1,2.08,96.0
< 1 hour ,93.48038995125609,0,1.0,1.0,3,1,2,1.0,1.0,1.0,13,80,1,0,1,1125,1,0,0,flexible,0,0,1,0.04,100.0
1 day,100.0,0,1.0,1.0,4,1,3,1.0,1.0,2.0,40,100,1,0,2,1125,5,0,0,moderate,0,0,1,0.19,96.0
